ID,Player Hands,Dealer Hand,Result
1,"Player 1: 7, J, Player 2: 2, A, Player 3: Q, 2, Player 4: 3, 9, Player 5: K, 6","Dealer's hand: 5, K, 10 | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4594,"Player 1: 7, J, Player 2: 9, 6, 9, Player 3: J, 4, A, 5, Player 4: Q, K, Player 5: 2, 7, J","Dealer's hand: J, 8 | Total: 18","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
4595,"Player 1: K, A, Player 2: 9, J, Player 3: J, 8, Player 4: 10, 6, Q, Player 5: 3, 4, 7, 7","Dealer's hand: 7, J | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 wins!"
4596,"Player 1: 9, J, Player 2: 10, 4, K, Player 3: 9, 4, 8, Player 4: A, 7, Player 5: Q, 10","Dealer's hand: 2, J, 7 | Total: 19","Player 1 ties with the dealer., Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 wins!"
4597,"Player 1: 8, 2, 5, 3, Player 2: 10, 9, Player 3: 3, J, 9, Player 4: 4, 7, Q, Player 5: J, 2, 5","Dealer's hand: A, 3, 2, A | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 ties with the dealer."
4598,"Player 1: 2, A, 10, 4, Player 2: A, Q, Player 3: 6, A, Player 4: 5, 4, 5, 7, Player 5: 3, J, K","Dealer's hand: J, 9 | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
4599,"Player 1: 6, Q, A, Player 2: 6, 9, Q, Player 3: K, 9, Player 4: 4, K, 4, Player 5: 8, 4, 3, 6","Dealer's hand: 7, 9, A | Total: 17","Player 1 ties with the dealer., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
4600,"Player 1: 6, 8, J, Player 2: Q, K, Player 3: J, 6, A, Player 4: J, 5, 9, Player 5: 2, 9, 9","Dealer's hand: 10, 5, 3 | Total: 18","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 wins!"
4601,"Player 1: 5, 6, 4, 6, Player 2: 9, 3, 7, Player 3: 7, 2, J, Player 4: 9, J, Player 5: Q, 2, A, 8","Dealer's hand: 10, 10 | Total: 20","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
4602,"Player 1: 7, K, Player 2: 10, A, Player 3: 3, 8, 4, A, 4, Player 4: 4, 2, A, Player 5: Q, A","Dealer's hand: J, 9 | Total: 19","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 wins!"
4603,"Player 1: 10, A, Player 2: 7, 9, 5, Player 3: 4, K, A, J, Player 4: 9, 2, 5, A, Player 5: 9, 8","Dealer's hand: J, 4, K | Total: 24","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
4604,"Player 1: 3, 8, 6, Player 2: J, 2, 6, Player 3: K, Q, Player 4: 2, 9, 8, Player 5: 2, 6, K","Dealer's hand: K, A | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4605,"Player 1: 5, 2, 2, 4, 5, Player 2: 5, 9, 3, Player 3: 8, 7, 8, Player 4: 10, A, Player 5: 5, 8, K","Dealer's hand: 2, 4, J, A | Total: 17","Player 1 wins!, Player 2 ties with the dealer., Player 3 loses., Player 4 wins!, Player 5 loses."
4606,"Player 1: 8, 7, Player 2: Q, 4, Player 3: A, 5, Player 4: 2, Q, Player 5: 8, 3, 2","Dealer's hand: 6, 4, 3, J | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4607,"Player 1: 6, 2, 5, Player 2: A, K, Player 3: J, 5, Player 4: 5, Q, Player 5: 6, 9","Dealer's hand: 4, Q, 9 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4608,"Player 1: 5, K, 6, Player 2: 6, Q, 10, Player 3: K, 9, Player 4: K, 6, 10, Player 5: 3, 2, A, K, 5","Dealer's hand: 2, J, 9 | Total: 21","Player 1 ties with the dealer., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
4609,"Player 1: 8, 10, Player 2: Q, 9, Player 3: 10, 7, Player 4: 4, 2, K, J, Player 5: 9, 3, 2, 9","Dealer's hand: Q, 7 | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 ties with the dealer., Player 4 loses., Player 5 loses."
4610,"Player 1: 4, 9, A, 10, Player 2: J, J, Player 3: A, 4, 8, 8, Player 4: 9, 9, Player 5: 3, J, A, 9","Dealer's hand: 3, 8, Q | Total: 21","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 loses., Player 5 loses."
4611,"Player 1: 6, 9, Player 2: J, 6, Player 3: 6, 8, Player 4: 8, K, Player 5: Q, 4","Dealer's hand: 6, 5, 9 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4612,"Player 1: Q, 10, Player 2: 3, 2, Q, Player 3: J, 5, Player 4: J, 2, Player 5: 3, 4, 7","Dealer's hand: 4, 6, 5, 9 | Total: 24","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4613,"Player 1: 7, 10, Player 2: A, K, Player 3: 6, 6, A, A, 9, Player 4: K, A, Player 5: K, 9","Dealer's hand: 9, J | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 ties with the dealer."
4614,"Player 1: 8, 9, Player 2: 6, 10, Q, Player 3: 9, 5, Q, Player 4: 4, 7, J, Player 5: K, 10","Dealer's hand: A, 3, 7 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 ties with the dealer., Player 5 loses."
4615,"Player 1: 8, 4, 3, 6, Player 2: 5, 7, 8, Player 3: 2, 4, Q, 7, Player 4: J, K, Player 5: 5, 3, 5, J","Dealer's hand: 9, 8 | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
4616,"Player 1: 6, Q, K, Player 2: 5, 2, 3, 10, Player 3: A, 8, Player 4: 7, 6, 2, 5, Player 5: Q, K","Dealer's hand: 2, Q, 10 | Total: 22","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4617,"Player 1: 8, Q, Player 2: 9, 10, Player 3: 7, Q, Player 4: 4, 7, 4, 5, Player 5: K, 10","Dealer's hand: K, 6, 7 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4618,"Player 1: 7, A, Player 2: 10, 6, 8, Player 3: J, J, Player 4: 7, A, Player 5: J, 2, 3, K","Dealer's hand: 8, J | Total: 18","Player 1 ties with the dealer., Player 2 loses., Player 3 wins!, Player 4 ties with the dealer., Player 5 loses."
4619,"Player 1: 6, 2, 8, Player 2: 4, 3, 5, Player 3: 10, 5, Player 4: A, 3, Player 5: A, J","Dealer's hand: 6, 6, 4, 3 | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
4620,"Player 1: A, 9, Player 2: K, 9, Player 3: A, J, Player 4: 7, 7, 9, Player 5: 4, Q, J","Dealer's hand: 8, 3, 10 | Total: 21","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 loses., Player 5 loses."
4621,"Player 1: 10, 7, Player 2: 8, 3, Q, Player 3: 4, 2, Q, 3, Player 4: 2, A, 5, Player 5: 7, 6, A, 7","Dealer's hand: 7, K | Total: 17","Player 1 ties with the dealer., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4622,"Player 1: 9, 9, Player 2: 8, 3, 10, Player 3: J, A, Player 4: 2, 7, 4, Player 5: 6, 7","Dealer's hand: 6, 3, 5, K | Total: 24","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4623,"Player 1: K, Q, Player 2: 10, A, Player 3: 5, 8, 7, Player 4: A, 10, Player 5: J, Q","Dealer's hand: K, 10 | Total: 20","Player 1 ties with the dealer., Player 2 wins!, Player 3 ties with the dealer., Player 4 wins!, Player 5 ties with the dealer."
4624,"Player 1: 3, J, 9, Player 2: 7, 5, 3, 6, Player 3: Q, J, Player 4: 3, K, 6, Player 5: 4, 6, 4, 4","Dealer's hand: 3, 3, 7, 2, 5 | Total: 20","Player 1 loses., Player 2 wins!, Player 3 ties with the dealer., Player 4 loses., Player 5 loses."
4625,"Player 1: 10, 7, Player 2: J, 5, 10, Player 3: 9, 7, 2, Player 4: 8, 5, 3, K, Player 5: 5, Q, 5","Dealer's hand: 8, 2, Q | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
4626,"Player 1: 9, Q, Player 2: A, 10, Player 3: 6, 10, 7, Player 4: 3, 4, Q, Player 5: 4, 9, 10","Dealer's hand: Q, 10 | Total: 20","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
4627,"Player 1: J, 8, Player 2: 9, 10, Player 3: A, 7, Player 4: 5, 4, 10, Player 5: 3, 2, 5, Q","Dealer's hand: 3, 4, 9, K | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4628,"Player 1: 3, 7, 2, K, Player 2: 3, 8, 5, 6, Player 3: J, 6, Q, Player 4: 8, 2, J, Player 5: 10, 5, Q","Dealer's hand: 2, A, 3, 10, 6 | Total: 22","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
4629,"Player 1: 5, 6, 3, 8, Player 2: Q, 2, A, 4, Player 3: 2, J, 6, Player 4: 4, K, 5, Player 5: 2, K, J","Dealer's hand: 7, 5, 5 | Total: 17","Player 1 loses., Player 2 ties with the dealer., Player 3 wins!, Player 4 wins!, Player 5 loses."
4630,"Player 1: J, 10, Player 2: 10, J, Player 3: 6, 8, 3, Player 4: 10, A, Player 5: 7, K","Dealer's hand: 7, 9, 4 | Total: 20","Player 1 ties with the dealer., Player 2 ties with the dealer., Player 3 loses., Player 4 wins!, Player 5 loses."
4631,"Player 1: 10, 6, 5, Player 2: 7, 9, 2, Player 3: A, 6, Player 4: K, 9, Player 5: 4, Q, 9","Dealer's hand: J, 5, A, 4 | Total: 20","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4632,"Player 1: 5, 7, Player 2: 4, 6, Q, Player 3: K, 9, Player 4: J, K, Player 5: 10, 7","Dealer's hand: 5, 10, 2 | Total: 17","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 ties with the dealer."
4633,"Player 1: 8, 2, 6, 6, Player 2: 5, A, 8, 3, Player 3: 8, A, Player 4: K, Q, Player 5: 8, K","Dealer's hand: J, 10 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 ties with the dealer., Player 5 loses."
4634,"Player 1: J, 2, 5, Player 2: 7, A, Player 3: 9, 4, 2, 7, Player 4: 5, 3, 4, 4, 3, Player 5: 9, 3, 9","Dealer's hand: K, 2, 9 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
4635,"Player 1: 10, 3, Q, Player 2: K, 7, Player 3: J, Q, Player 4: 2, 8, 8, Player 5: 6, 8, 3","Dealer's hand: 2, 10, 7 | Total: 19","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 loses."
4636,"Player 1: 6, 4, 3, 10, Player 2: 4, 3, A, Player 3: 7, 7, 3, Player 4: K, 8, Player 5: J, 4, Q","Dealer's hand: 10, 8 | Total: 18","Player 1 loses., Player 2 ties with the dealer., Player 3 loses., Player 4 ties with the dealer., Player 5 loses."
4637,"Player 1: K, 2, Player 2: 7, 3, 4, Player 3: A, 6, Player 4: 6, A, Player 5: 7, A","Dealer's hand: 4, Q, 3 | Total: 17","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 ties with the dealer., Player 5 wins!"
4638,"Player 1: 4, J, A, J, Player 2: J, 8, Player 3: 2, Q, 6, Player 4: K, 3, K, Player 5: 3, 6, 9","Dealer's hand: 3, 8, 7 | Total: 18","Player 1 loses., Player 2 ties with the dealer., Player 3 ties with the dealer., Player 4 loses., Player 5 ties with the dealer."
4639,"Player 1: J, 4, 8, Player 2: 3, 9, J, Player 3: A, Q, Player 4: K, 9, Player 5: 2, A, 3, 10, K","Dealer's hand: K, A | Total: 21","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 loses., Player 5 loses."
4640,"Player 1: Q, 8, Player 2: 9, 8, Player 3: 7, 2, 9, Player 4: A, 3, J, 8, Player 5: 10, 7","Dealer's hand: 9, K | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4641,"Player 1: 8, Q, Player 2: 4, 6, 3, A, Q, Player 3: J, 3, 5, Player 4: 8, 7, K, Player 5: 7, 6, 8","Dealer's hand: 10, 2, J | Total: 22","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 wins!"
4642,"Player 1: A, K, Player 2: 6, 6, 5, Player 3: J, 8, Player 4: J, 2, 6, Player 5: 5, J, 8","Dealer's hand: A, Q | Total: 21","Player 1 ties with the dealer., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4643,"Player 1: 4, 3, 4, 5, A, Player 2: 2, 10, 8, Player 3: K, 2, J, Player 4: 3, Q, 2, 5, Player 5: 5, Q, 6","Dealer's hand: J, 8 | Total: 18","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
4644,"Player 1: 5, 8, Player 2: 10, 10, Player 3: 6, J, Player 4: 2, A, Player 5: 2, K","Dealer's hand: 6, J, K | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4645,"Player 1: 4, 2, 4, K, Player 2: K, 2, 6, Player 3: 6, 3, 7, 2, Player 4: Q, 2, J, Player 5: 3, 6, 5, 3","Dealer's hand: J, J | Total: 20","Player 1 ties with the dealer., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4646,"Player 1: 2, 8, 10, Player 2: J, Q, Player 3: 4, Q, Player 4: 3, 7, J, Player 5: 10, 7","Dealer's hand: 5, 9, J | Total: 24","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4647,"Player 1: K, 7, Player 2: 5, K, Q, Player 3: J, Q, Player 4: J, 5, 9, Player 5: J, 7","Dealer's hand: Q, 2, 10 | Total: 22","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 wins!"
4648,"Player 1: K, 7, Player 2: 9, 3, 5, Player 3: Q, 3, 7, Player 4: 4, 7, 2, 8, Player 5: 4, 9, 9","Dealer's hand: 7, J | Total: 17","Player 1 ties with the dealer., Player 2 ties with the dealer., Player 3 wins!, Player 4 wins!, Player 5 loses."
4649,"Player 1: 3, 9, Player 2: A, Q, Player 3: 5, 4, 2, 6, Player 4: 10, 5, Player 5: 4, 4, J","Dealer's hand: 5, K, 7 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4650,"Player 1: 7, 10, Player 2: 7, J, Player 3: 10, 8, Player 4: 4, 3, 8, J, Player 5: J, A","Dealer's hand: K, Q | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
4651,"Player 1: 5, J, K, Player 2: 4, Q, 3, Player 3: 4, 3, J, Player 4: K, 9, Player 5: 5, J, 7","Dealer's hand: A, 6 | Total: 17","Player 1 loses., Player 2 ties with the dealer., Player 3 ties with the dealer., Player 4 wins!, Player 5 loses."
4652,"Player 1: 10, 3, J, Player 2: K, Q, Player 3: 9, K, Player 4: J, 5, 6, Player 5: 9, 2, A, A, 3, 2","Dealer's hand: 2, 9, Q | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 ties with the dealer., Player 5 loses."
4653,"Player 1: 2, 10, 10, Player 2: A, K, Player 3: 8, 5, K, Player 4: 3, A, 8, J, Player 5: K, 8","Dealer's hand: 9, A | Total: 20","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
4654,"Player 1: 4, 7, K, Player 2: 5, J, 7, Player 3: 10, 9, Player 4: Q, K, Player 5: 4, 10, A, J","Dealer's hand: K, 3, 2, 5 | Total: 20","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 ties with the dealer., Player 5 loses."
4655,"Player 1: Q, 2, J, Player 2: 9, 10, Player 3: J, K, Player 4: 7, 8, 2, Player 5: A, 8","Dealer's hand: 7, 5, Q | Total: 22","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4656,"Player 1: 10, 5, 4, Player 2: 3, 10, J, Player 3: J, 8, Player 4: 4, 9, K, Player 5: J, A","Dealer's hand: A, K | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
4657,"Player 1: 5, 8, 4, Player 2: 4, 3, K, Player 3: J, 4, 8, Player 4: 9, 6, 3, Player 5: 7, K","Dealer's hand: 8, 8, K | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
4658,"Player 1: 3, K, A, 4, Player 2: 9, J, Player 3: 2, 7, 5, 9, Player 4: 10, A, Player 5: A, K","Dealer's hand: J, 4, Q | Total: 24","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
4659,"Player 1: Q, 3, J, Player 2: A, 7, Player 3: 5, 5, K, Player 4: K, 10, Player 5: J, Q","Dealer's hand: 9, 6, A, 5 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4660,"Player 1: J, 6, K, Player 2: 6, A, Player 3: A, 2, 10, 2, 2, Player 4: 5, K, 7, Player 5: 8, K","Dealer's hand: 9, Q | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4661,"Player 1: 10, 2, 4, 5, Player 2: 10, 9, Player 3: 4, 10, 3, Player 4: K, A, Player 5: 6, A","Dealer's hand: 8, 8, 4 | Total: 20","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
4662,"Player 1: 5, 4, K, Player 2: 9, 6, Player 3: 2, Q, Player 4: 5, K, Player 5: 9, Q","Dealer's hand: 6, 10, A | Total: 17","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
4663,"Player 1: K, 10, Player 2: 4, 3, K, Player 3: 2, Q, 8, Player 4: A, 2, 3, 8, 9, Player 5: 8, 9","Dealer's hand: 3, 10, 3, 7 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 wins!"
4664,"Player 1: 3, Q, 10, Player 2: 5, J, 9, Player 3: 6, 2, K, Player 4: K, K, Player 5: 4, J, 7","Dealer's hand: 7, K | Total: 17","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
4665,"Player 1: A, 9, Player 2: K, 7, Player 3: 4, Q, K, Player 4: 7, A, Player 5: J, 8","Dealer's hand: 8, 3, 3, 9 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
4666,"Player 1: Q, Q, Player 2: Q, 3, Player 3: 10, A, Player 4: 4, 4, 5, Player 5: J, A","Dealer's hand: 4, 9, 10 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4667,"Player 1: 9, K, Player 2: Q, 4, 5, Player 3: Q, 8, Player 4: 10, 5, 6, Player 5: 10, 4, 2, A","Dealer's hand: 2, 10, 6 | Total: 18","Player 1 wins!, Player 2 wins!, Player 3 ties with the dealer., Player 4 wins!, Player 5 loses."
4668,"Player 1: J, J, Player 2: 4, Q, 10, Player 3: J, J, Player 4: 10, K, Player 5: A, 2, 4","Dealer's hand: Q, 10 | Total: 20","Player 1 ties with the dealer., Player 2 loses., Player 3 ties with the dealer., Player 4 ties with the dealer., Player 5 loses."
4669,"Player 1: 6, 8, 3, Player 2: 5, 3, J, Player 3: A, 2, 5, Player 4: 5, 4, 5, 8, Player 5: K, J","Dealer's hand: 8, 5, K | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 wins!"
4670,"Player 1: 3, 10, Player 2: 9, 5, Player 3: J, A, Player 4: Q, 8, Player 5: 6, 6","Dealer's hand: 5, 5, 10 | Total: 20","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 loses."
4671,"Player 1: 5, K, A, 5, Player 2: 5, 5, Q, Player 3: 7, 2, 10, Player 4: 4, Q, 4, Player 5: 7, 9, 7","Dealer's hand: 3, 5, 10 | Total: 18","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 ties with the dealer., Player 5 loses."
4672,"Player 1: 8, 6, 3, Player 2: 8, 7, Q, Player 3: 8, 4, 5, Player 4: 6, 4, 9, Player 5: 4, K, A, 5","Dealer's hand: A, 6 | Total: 17","Player 1 ties with the dealer., Player 2 loses., Player 3 ties with the dealer., Player 4 wins!, Player 5 wins!"
4673,"Player 1: 6, 2, Q, Player 2: A, 2, 9, 7, Player 3: 8, 4, A, 6, Player 4: 10, 10, Player 5: 8, A","Dealer's hand: 7, 8, 10 | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4674,"Player 1: J, 2, J, Player 2: J, 4, A, 6, Player 3: A, 5, 3, Player 4: 8, 6, 6, Player 5: 8, 4, Q","Dealer's hand: 7, 4, 3, 8 | Total: 22","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 loses."
4675,"Player 1: 2, 7, Q, Player 2: 8, 2, 2, K, Player 3: Q, 9, Player 4: 8, 2, 2, 7, Player 5: 3, J, A, 9","Dealer's hand: 7, 3, 5, 4 | Total: 19","Player 1 ties with the dealer., Player 2 loses., Player 3 ties with the dealer., Player 4 ties with the dealer., Player 5 loses."
4676,"Player 1: K, 9, Player 2: 4, 6, A, Player 3: 5, 8, 6, Player 4: 2, J, K, Player 5: 2, 10, 5","Dealer's hand: 2, 8, 4, 4 | Total: 18","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 loses."
4677,"Player 1: 9, Q, Player 2: Q, 8, Player 3: 5, 6, K, Player 4: 7, 3, 3, 5, Player 5: 2, A, 3, 7, K","Dealer's hand: 3, 4, 10 | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 loses."
4678,"Player 1: 2, Q, Q, Player 2: 8, 8, 5, Player 3: 4, K, A, 7, Player 4: 7, 4, 5, J, Player 5: 10, 3, 10","Dealer's hand: 3, 9, 7 | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
4679,"Player 1: 5, K, 8, Player 2: 5, 2, Q, Player 3: 6, Q, 2, Player 4: 8, Q, Player 5: 5, 3, 6, 3","Dealer's hand: J, 9 | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4680,"Player 1: J, A, Player 2: 8, 3, K, Player 3: 5, 2, 2, 3, 5, Player 4: J, Q, Player 5: 7, 3, A","Dealer's hand: 7, 6, K | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
4681,"Player 1: A, 6, Player 2: 9, 5, A, 3, Player 3: J, K, Player 4: 2, 4, 3, 3, 6, Player 5: 9, 10","Dealer's hand: A, J | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4682,"Player 1: 9, 8, Player 2: 9, 2, 2, 9, Player 3: 2, 3, 5, 2, 4, 4, Player 4: 10, 4, 4, Player 5: 10, 5, 7","Dealer's hand: 3, Q, Q | Total: 23","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 loses."
4683,"Player 1: 4, Q, 3, Player 2: K, A, Player 3: 2, 7, 8, Player 4: 5, 3, 7, 10, Player 5: 2, A, 3, 9, 10","Dealer's hand: Q, A | Total: 21","Player 1 loses., Player 2 ties with the dealer., Player 3 loses., Player 4 loses., Player 5 loses."
4684,"Player 1: J, K, Player 2: A, 4, 7, 2, 6, Player 3: 4, 3, 3, 6, 10, Player 4: 3, 2, 5, 9, Player 5: 2, 8, Q","Dealer's hand: A, 8 | Total: 19","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 ties with the dealer., Player 5 wins!"
4685,"Player 1: 4, 2, 4, K, Player 2: K, 8, Player 3: 8, 4, Player 4: Q, J, Player 5: 7, 7","Dealer's hand: 6, 9, 6 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4686,"Player 1: 5, 8, 9, Player 2: 6, J, 3, Player 3: 6, 10, 2, Player 4: 3, 5, 2, 9, Player 5: 4, Q, 10","Dealer's hand: A, 3, 7 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4687,"Player 1: 2, J, 5, Player 2: J, 10, Player 3: 9, 9, Player 4: 4, 8, K, Player 5: 5, 3, 7, K","Dealer's hand: 9, K | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
4688,"Player 1: 2, Q, 6, Player 2: 8, 5, 5, Player 3: 2, 3, A, A, Player 4: Q, 4, 9, Player 5: 10, 5, 4","Dealer's hand: 10, Q | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4689,"Player 1: 8, 2, 6, Q, Player 2: K, J, Player 3: A, Q, Player 4: 6, A, Player 5: 5, 5, 4, 9","Dealer's hand: 7, 7, 5 | Total: 19","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 loses."
4690,"Player 1: 8, 3, 3, Q, Player 2: Q, 5, K, Player 3: 5, 8, 9, Player 4: 3, 6, J, Player 5: 2, 10, 9","Dealer's hand: 3, 2, A, 2 | Total: 18","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 wins!"
4691,"Player 1: K, 6, A, Player 2: 3, 6, J, Player 3: J, K, Player 4: 2, J, 10, Player 5: 7, 10","Dealer's hand: 10, 4, 3 | Total: 17","Player 1 ties with the dealer., Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 ties with the dealer."
4692,"Player 1: 8, 4, Player 2: Q, 3, Player 3: A, 5, Player 4: 5, K, Player 5: 4, 3, 9","Dealer's hand: 4, A, 5 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4693,"Player 1: 3, 9, K, Player 2: 8, 10, Player 3: 9, Q, Player 4: 6, 8, 10, Player 5: A, K","Dealer's hand: 8, J | Total: 18","Player 1 loses., Player 2 ties with the dealer., Player 3 wins!, Player 4 loses., Player 5 wins!"
4694,"Player 1: 8, 4, Player 2: 2, 6, 7, Player 3: J, 8, Player 4: A, 2, Player 5: 5, 5, 3","Dealer's hand: 6, 5, 9 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
4695,"Player 1: 8, 8, 9, Player 2: 2, A, 4, Player 3: 3, K, 10, Player 4: 2, A, Q, K, Player 5: 2, Q, 9","Dealer's hand: 9, Q | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
